Title,URL,Site,Short Intro,Category,Sub-Category,Language,Rating,Duration,is_paid,level
Maternity Care: Building Relationships Really Does Save Lives,https://www.futurelearn.com/courses/maternity-care,Future Learn,"Learn how quality relationships between mothers, midwives and other health professionals transform maternity care and save lives.",unknown,general,English,0.0,3.0,,
How Artificial Intelligence Can Support Healthcare,https://www.futurelearn.com/courses/how-artificial-intelligence-can-support-healthcare,Future Learn,Explore how AI can be used to improve patient care and build your understanding of how to implement AI in the health professions.,unknown,general,English,0.0,4.0,,
Quality Improvement in Healthcare: the Case for Change,https://www.futurelearn.com/courses/quality-improvement,Future Learn,Explore new and better ways of organising health and social care services to improve quality with this free CPD-certified course.,unknown,general,English,0.0,6.0,,
Retinopathy of Prematurity: Practical Approaches to Prevent Blindness,https://www.futurelearn.com/courses/retinopathy-of-prematurity-practical-approaches-to-prevent-blindness,Future Learn,Explore the strategies to prevent and treat retinopathy of prematurity (ROP) with this online course for healthcare professionals.,unknown,general,English,0.0,4.0,,
Allergies: When the Immune System Backfires,https://www.futurelearn.com/courses/allergies,Future Learn,What do allergies reveal about our immune system's capabilities? Learn more about allergy symptoms and treatments on this course.,unknown,general,English,0.0,3.0,,
EduWeight:  Weight Management for Adult Patients with Chronic Disease,https://www.futurelearn.com/courses/eduweight,Future Learn,Help your patients living with chronic disease to make long-term lifestyle changes related to eating and physical activity.,unknown,general,English,0.0,6.0,,
Public Health Incidents Involving Lead,https://www.futurelearn.com/courses/public-health-incidents-involving-lead,Future Learn,Explore lead incidents as a public health issue and learn how lead incidents are managed in England and internationally.,unknown,general,English,0.0,4.0,,
Perioperative Medicine in Action,https://www.futurelearn.com/courses/perioperative-medicine,Future Learn,Explore perioperative medicine and how you can improve care for the high risk surgical patient. Join this RCoA endorsed course.,unknown,general,English,0.0,4.0,,
Introduction to Health Research Ethics,https://www.futurelearn.com/courses/health-research-ethics,Future Learn,"Explore key ethical issues around human subjects in biomedical research, and learn how to conduct the studies responsibly.",unknown,general,English,0.0,3.0,,
Why Do We Age? The Molecular Mechanisms of Ageing,https://www.futurelearn.com/courses/ageing,Future Learn,Why do we age? Is there a limit to human lifespan? Can we prolong our lives? Find out with this free online course.,unknown,general,English,0.0,6.0,,
Becoming a Dentist,https://www.futurelearn.com/courses/be-a-dentist,Future Learn,Decide if a dentistry career is right for you. Explore everything from the university application process to daily dentist duties.,unknown,general,English,0.0,2.0,,
Genetic Inheritance for the Pregnancy Pathway: A Practical Guide for Clinicians,https://www.futurelearn.com/courses/genetic-inheritance-a-practical-guide-for-clinicians,Future Learn,Explore genetics and genomics in maternity healthcare and apply principles to provide high quality care.,unknown,general,English,0.0,2.0,,
Introduction to Health and Medical Law,https://www.futurelearn.com/courses/law-for-allied-health,Future Learn,"Explore important health law fundamentals, including ethics, record keeping, workplace safety, and malpractice.",unknown,general,English,0.0,4.0,,
Protecting Health Data in the Modern Age: Getting to Grips with the GDPR,https://www.futurelearn.com/courses/protecting-health-data,Future Learn,"Learn how the GDPR helps to protect health data and get familiar with rights,_x000D_
obligations, risks and safeguards.",unknown,general,English,0.0,2.0,,
Human Factors in a Healthcare Environment,https://www.futurelearn.com/courses/human-factors-healthcare,Future Learn,Learn how the study of human factors can reduce error in healthcare with this course for healthcare professionals.,unknown,general,English,0.0,3.0,,
Start Your Career as a Healthcare Professional: Online Work Related Learning,https://www.futurelearn.com/courses/healthcare-careers,Future Learn,Gain a unique insight into working in healthcare and the NHS as you learn what it takes to become a healthcare professional.,unknown,general,English,0.0,4.0,,
Medicine Personal Statement Online Crash Course,https://www.futurelearn.com/courses/how-to-write-a-personal-statement-for-medical-school,Future Learn,Learn how to write the best personal statement for Medical School - full of detailed examples with analysis,unknown,general,English,0.0,3.0,,
Mini Medical School: Introduction to Medical Science,https://www.futurelearn.com/courses/university-of-colorado-mini-medical-school-part-1,Future Learn,Discover the science underpinning modern medical practice today and how to maintain and promote good physical and mental health.,unknown,general,English,0.0,3.0,,
Introducción a la microbiología práctica,https://www.futurelearn.com/courses/introduccion-a-la-microbiologia-practica,Future Learn,Conoce lo básico de la microbiología y los principios para optimizar el uso de antimicrobianos desde un punto de vista práctico.,unknown,general,English,0.0,4.0,,
"Introduction to Nursing: Bioscience, Psychology, and Sociology",https://www.futurelearn.com/courses/nursing-the-application-of-bioscience-psychology-and-sociology,Future Learn,Explore the diverse skills and knowledge required to be a nurse and find out where a career in nursing could take you.,unknown,general,English,0.0,3.0,,
Study Medicine: Applying for Medical School and Becoming a Medical Student,https://www.futurelearn.com/courses/study-medicine,Future Learn,Thinking about becoming a doctor? Get tips for writing your medicine application and learn what it's like to be a medical student.,unknown,general,English,0.0,3.0,,
La Cécité dans le Monde: Planifier et Gérer les Services de Soins Oculaires,https://www.futurelearn.com/courses/global-blindness-fr,Future Learn,Informez-vous sur la cécité dans le monde et apprenez à organiser des soins oculaires efficaces grâce à ce cours en ligne.,unknown,general,English,0.0,6.0,,
The Role of Antifungal Stewardship,https://www.futurelearn.com/courses/antifungal-stewardship,Future Learn,Explore the role and benefits of antifungal stewardship on this online course for healthcare professionals.,unknown,general,English,0.0,3.0,,
Diabetic Eye Disease: Building Capacity To Prevent Blindness,https://www.futurelearn.com/courses/diabetic-eye-disease,Future Learn,Understand the diabetes challenge and how health professionals can work with people with diabetes to prevent blindness.,unknown,general,English,0.0,4.0,,
Eliminating Trachoma,https://www.futurelearn.com/courses/eliminating-trachoma,Future Learn,Discover how communities and experts are joining together to end trachoma disease across 44 endemic countries.,unknown,general,English,0.0,5.0,,
Global Blindness: Planning and Managing Eye Care Services,https://www.futurelearn.com/courses/global-blindness,Future Learn,Understand global blindness and how to plan effective eye care with this online course for health professionals.,unknown,general,English,0.0,6.0,,
Global Health Governance: Addressing Globalization and Health Inequities,https://www.futurelearn.com/courses/global-health-governance,Future Learn,Explore global health governance and the challenges facing healthcare workers and policymakers.,unknown,general,English,0.0,3.0,,
Introduction to Practical Microbiology,https://www.futurelearn.com/courses/basic-concepts-in-microbiology-and-clinical-pharmacology-of-antimicrobials,Future Learn,Discover the basics of microbiology and the principles of antimicrobial stewardship from a practical standpoint.,unknown,general,English,0.0,4.0,,
Musculoskeletal Health: A Public Health Approach,https://www.futurelearn.com/courses/musculoskeletal-health,Future Learn,Learn about the important public health messages of how to maintain good musculoskeletal health (MSK).,unknown,general,English,0.0,3.0,,
Intravenous to Oral Switch: Within Outpatient Parenteral Antibiotic Therapy (IVOST),https://www.futurelearn.com/courses/intravenous-oral-switch,Future Learn,Are you involved in the prescribing/administration of antibiotics? Explore the benefits and barriers of IVOST and COPAT.,unknown,general,English,0.0,4.0,,
OPAT: Outpatient Parenteral Antimicrobial Therapy,https://www.futurelearn.com/courses/outpatient-parenteral-antimicrobial-therapy,Future Learn,Learn how patients with a serious infection can be managed in outpatient settings with the help of an OPAT service.,unknown,general,English,0.0,2.0,,
Antimicrobial Stewardship in Wound Management,https://www.futurelearn.com/courses/antimicrobial-stewardship-in-wound-management,Future Learn,"Gain insight into antimicrobial resistance, learn about the threats it poses to wound care, and explore preventative measures. ",unknown,general,English,0.0,3.0,,
ECG Assessment: an Introduction for Healthcare Providers,https://www.futurelearn.com/courses/ecg-assessment,Future Learn,Understand the principles of electrocardiography and learn a step-by-step approach to performing and interpreting an ECG test.,unknown,general,English,0.0,2.0,,
Global Disability: Research and Evidence,https://www.futurelearn.com/courses/global-disability-research-and-evidence,Future Learn,Explore how to conduct and interpret findings from global disability research,unknown,general,English,0.0,3.0,,
Antimicrobial Stewardship for Africa,https://www.futurelearn.com/courses/antimicrobial-stewardship-for-africa,Future Learn,Improve your knowledge of the spread of antimicrobial resistance in Africa and how to reduce it.,unknown,general,English,0.0,3.0,,
Antimicrobial Stewardship: Managing Antibiotic Resistance,https://www.futurelearn.com/courses/antimicrobial-stewardship,Future Learn,"Understand antibiotic resistance, and how antimicrobial stewardship can slow down or reduce it, with this free online course",unknown,general,English,0.0,6.0,,
Fungal Diagnostics in Critically Ill Patients,https://www.futurelearn.com/courses/fungal-diagnostics,Future Learn,Understand the role of fungal diagnostics to guide treatment decisions and identify what makes a ‘good’ fungal diagnostic test.,unknown,general,English,0.0,3.0,,
"Preparing for an International Health Elective: Exploring Global Health, Ethics and Safety",https://www.futurelearn.com/courses/health-electives,Future Learn,"Prepare for undertaking an International Health Elective, in this course developed in collaboration with King's College London",unknown,general,English,0.0,3.0,,
Understanding Epilepsy and its Neuropsychology,https://www.futurelearn.com/courses/epilepsy-and-its-neuropsychology,Future Learn,Find out what epilepsy is and what its cognitive and psychosocial consequences are.,unknown,general,English,0.0,3.0,,
Virtual Work Experience and Exploring the Veterinary Profession,https://www.futurelearn.com/courses/vet-school-application-support,Future Learn,Learn what it takes to become a vet and explore the challenges of the vet profession to decide if it's the right career for you.,unknown,general,English,0.0,2.0,,
Procalcitonin: PCT as a Biomarker for Antimicrobial Stewardship,https://www.futurelearn.com/courses/procalcitonin-pct-as-a-biomarker-for-antimicrobial-stewardship,Future Learn,"Learn about the clinical properties of procalcitonin, and discover its benefits in diagnostics and antimicrobial stewardship.",unknown,general,English,0.0,3.0,,
Basic First Aid: How to Be an Everyday Hero,https://www.futurelearn.com/courses/basic-first-aid,Future Learn,"Get an introduction to basic first aid, including how to help someone who is choking, with this first aid course.",unknown,general,English,0.0,2.0,,
Critical Appraisal Techniques for Healthcare Literature,https://www.futurelearn.com/courses/critical-appraisal-techniques-healthcare-literature,Future Learn,Learn how to critically appraise published medical research literature to keep up with research developments in your field.,unknown,general,English,0.0,3.0,,
TARGET Antibiotics – Prescribing in Primary Care,https://www.futurelearn.com/courses/target-antibiotics,Future Learn,Helping primary care professionals to target the use of antibiotics to reduce antimicrobial resistance,unknown,general,English,0.0,6.0,,
Infection Prevention for Vulnerable Patients,https://www.futurelearn.com/courses/vulnerable-patient,Future Learn,Personally contribute to the fight against healthcare inequalities in vulnerable patients using a range of case studies.,unknown,general,English,0.0,2.0,,
Uso racional de antibióticos en el tratamiento de heridas,https://www.futurelearn.com/courses/antimicrobial-stewardship-in-wound-management-espanolhones,Future Learn,"Aprende sobre la resistencia a antibióticos, descubre la amenaza que supone al tratar heridas y conoce las medidas de prevención.",unknown,general,English,0.0,3.0,,
Antimicrobial Stewardship in Veterinary Practice,https://www.futurelearn.com/courses/antimicrobial-stewardship-in-veterinary-practice,Future Learn,How can good antimicrobial stewardship prevent antimicrobial resistance (AMR) in veterinary practices? Find out on this course.,unknown,general,English,0.0,3.0,,
The Genomics Era: the Future of Genetics in Medicine,https://www.futurelearn.com/courses/the-genomics-era,Future Learn,"Get an introduction to the growing role of genomics in healthcare, for patient diagnoses, treatment and disease prevention.",unknown,general,English,0.0,5.0,,
Utilising Social Science and Behaviour Change in Antimicrobial Stewardship Programmes: Improving Healthcare,https://www.futurelearn.com/courses/behaviour-change,Future Learn,How can social science and behaviour change techniques be used within antimicrobial stewardship projects to bring about change.,unknown,general,English,0.0,2.0,,
Introduction to Critical Care Medicine,https://www.futurelearn.com/courses/critical-care,Future Learn,Learn how to handle complex issues faced in Critical Care Units when other options on the ward have been exhausted.,unknown,general,English,0.0,3.0,,
Tackling Antibiotic Resistance: What Should Dental Teams Do?,https://www.futurelearn.com/courses/tackling-antibiotic-resistance-dentists,Future Learn,"Discover the danger posed by antibiotic resistance, and how dental teams can meet the challenge to protect patients.",unknown,general,English,0.0,3.0,,
Premiers secours Psychologiques: Version pour l’Afrique,https://www.futurelearn.com/courses/premiers-secours-psychologiques-version-pour-lafrique,Future Learn,857 enrolled on this course,unknown,general,English,0.0,3.0,,
Small and Mighty: Introduction to Microbiology,https://www.futurelearn.com/courses/introduction-to-microbiology,Future Learn,Understand the basics of microbiology and explore the diversity of microbial life in our world.,unknown,general,English,0.0,3.0,,
"eHealth: Combining Psychology, Technology, and Health",https://www.futurelearn.com/courses/ehealth,Future Learn,"How can technology make you healthy? Learn about the design, application, implementation and evaluation of eHealth.",unknown,general,English,0.0,6.0,,
Nanotechnology for Health: Innovative Designs for Medical Diagnosis,https://www.futurelearn.com/courses/nanotechnology-health,Future Learn,"_x000D_
Discover how types of nanotechnology can be used for exciting new opportunities in healthcare.",unknown,general,English,0.0,4.0,,
Public Health and Nursing: Building a Culture of Health,https://www.futurelearn.com/courses/public-health-nursing-et-five,Future Learn,"Build the healthcare leadership, communication, and influencing skills to be a strong leader in community public health promotion.",unknown,general,English,0.0,2.0,,
Public Health and Nursing: Drive Public Health Promotion,https://www.futurelearn.com/courses/public-health-nursing-et-one,Future Learn,"Examine important aspects of public health, health promotion, and the role of modern nursing.",unknown,general,English,0.0,2.0,,
Public Health and Nursing: Feeling the Community’s Pulse,https://www.futurelearn.com/courses/public-health-nursing-et-three,Future Learn,Analyse communities to understand the context and factors that impact on the health and wellbeing of your patients.,unknown,general,English,0.0,2.0,,
Public Health and Nursing: Healing the Community,https://www.futurelearn.com/courses/public-health-nursing-et-four,Future Learn,Promote long term health and wellbeing in the community and understand the role of community development in health promotion.,unknown,general,English,0.0,2.0,,
Public Health and Nursing: The Greatest Wealth is Health,https://www.futurelearn.com/courses/public-health-nursing-et-two,Future Learn,"Explore definitions and models of health, as well as the wider factors that affect an individual's health.",unknown,general,English,0.0,2.0,,
Genomic Medicine: Transforming Patient Care in Diabetes,https://www.futurelearn.com/courses/diabetes-genomic-medicine,Future Learn,Learn how developments in genomics are transforming our knowledge and treatment of conditions such as diabetes.,unknown,general,English,0.0,4.0,,
Getting Ahead in Health Services: Healthcare Management and Leadership Principles,https://www.futurelearn.com/courses/healthcare-management-and-leadership-principles,Future Learn,412 enrolled on this course,unknown,general,English,0.0,2.0,,
Inside Cancer: How Genes Influence Cancer Development,https://www.futurelearn.com/courses/inside-cancer,Future Learn,"Understand how genetics influence the development and spread of cancer, with this introductory online course.",unknown,general,English,0.0,4.0,,
Leadership Training in Healthcare: How to Build Resilience and Personal Development,https://www.futurelearn.com/courses/leadership-training-in-healthcare,Future Learn,Discover how global leadership development methods and a personal development plan can make you a better leader in healthcare.,unknown,general,English,0.0,2.0,,
Modern Leadership Styles: What Makes a Good Leader in Healthcare Management,https://www.futurelearn.com/courses/modern-leadership-styles,Future Learn,Identify and develop powerful strategies to manage the challenges facing today’s leaders and managers in healthcare.,unknown,general,English,0.0,2.0,,
Team Building in Healthcare: How to Manage and Mentor a High Performing Team,https://www.futurelearn.com/courses/team-building-in-healthcare,Future Learn,Discover the key to effective team leadership and the challenges it entails – from coaching to the Thomas Kilmann conflict model.,unknown,general,English,0.0,2.0,,
You as a Healthcare Leader: Effective Leadership in Health Services,https://www.futurelearn.com/courses/effective-leadership-in-health-services,Future Learn,Find out how to become a better leader in health services by developing deep self-awareness and appraising your values.,unknown,general,English,0.0,2.0,,
An Introduction to Radiation Oncology: From Diagnosis to Survivorship,https://www.futurelearn.com/courses/radiation-therapy,Future Learn,Learn about how radiation therapy is used to treat cancer including current treatments and exciting innovations on the horizon.,unknown,general,English,0.0,2.0,,
Introduction to Breastfeeding for Medical Students,https://www.futurelearn.com/courses/an-introduction-to-breast-feeding-for-medical-students,Future Learn,This short module is designed to support first year medical students to understand the importance of breastfeeding in the UK.,unknown,general,English,0.0,1.0,,
Building Alliances in Global Health: From Global Institutions to Local Communities,https://www.futurelearn.com/courses/building-alliances-in-global-health,Future Learn,Understand the challenges of alliance building within the global health sector with this innovative and informative course.,unknown,general,English,0.0,5.0,,
Making Babies in the 21st Century,https://www.futurelearn.com/courses/making-babies,Future Learn,Discover the opportunities provided by reproductive technologies and fertility treatments – and the ethical challenges they pose.,unknown,general,English,0.0,6.0,,
Supporting Physical Development in Early Childhood,https://www.futurelearn.com/courses/supporting-physical-development-early-childhood,Future Learn,Learn how to ensure young children do enough physical activity and how it improves child mental and physical health development.,unknown,general,English,0.0,6.0,,
"Improving the Health of Women, Children and Adolescents: from Evidence to Action",https://www.futurelearn.com/courses/women-children-health,Future Learn,"Consider the latest data, priorities and debates about the health of mothers, children and adolescents in this free online course.",unknown,general,English,0.0,6.0,,
Ageing and The Brain: The Impact of Neurodegenerative Diseases,https://www.futurelearn.com/courses/brain-ageing,Future Learn,Learn what happens to the brain as neurodegenerative diseases progress and study the latest research on brain disorder prevention.,unknown,general,English,0.0,5.0,,
Mouth Care Matters,https://www.futurelearn.com/courses/mouth-care-matters,Future Learn,"Learn from experts how to provide someone with good mouthcare, whether in the health and social sectors or in a domestic setting.",unknown,general,English,0.0,6.0,,
Genomic Medicine and Research: A Community Approach,https://www.futurelearn.com/courses/community-genetics,Future Learn,"Learn how translational research in genomics can deliver health, social, and scientific benefits to communities.",unknown,general,English,0.0,3.0,,
Introduction to Health Technology Assessment,https://www.futurelearn.com/courses/health-technology-assessment,Future Learn,"Learn about health technology assessment (HTA) and quality of life (QoL), and how they’re used to decide which treatments to fund",unknown,general,English,0.0,3.0,,
"Planning and Managing Global Health Programmes: Promoting Quality, Accountability, and Equity",https://www.futurelearn.com/courses/planning-and-managing-global-health,Future Learn,"Address the concepts, theoretical frameworks and practical details involved with planning and managing global health programmes.",unknown,general,English,0.0,5.0,,
Journey to birth,https://www.futurelearn.com/courses/journey-to-birth-tcd,Future Learn,Prepare your body and mind for birth with research-based advice and learn effective strategies for coping with labour.,unknown,general,English,0.0,6.0,,
The Role of Personal Assistants in Disability Support,https://www.futurelearn.com/courses/personal-assistants-disability-support,Future Learn,"Find out about the new role of personal assistants in disability support, and how to improve working relationships in the area.",unknown,general,English,0.0,4.0,,
Discover Dentistry,https://www.futurelearn.com/courses/discover-dentistry,Future Learn,Discover the fascinating world of dentistry and explore the impact dentistry has on our lives.,unknown,general,English,0.0,6.0,,
Health Technology Assessment: Choosing Which Treatments Get Funded,https://www.futurelearn.com/courses/hta,Future Learn,Enhance your understanding of how new drugs and treatments are adopted by health services through health technology assessments.,unknown,general,English,0.0,4.0,,
Measuring and Valuing Health,https://www.futurelearn.com/courses/valuing-health,Future Learn,Learn how patient-reported outcome measures and quality-adjusted life years can compare treatments and inform health spending.,unknown,general,English,0.0,3.0,,
The Musculoskeletal System: The Science of Staying Active into Old Age,https://www.futurelearn.com/courses/musculoskeletal,Future Learn,Demystify the ageing process and learn how our everyday behaviours are likely to affect our long-term musculoskeletal health.,unknown,general,English,0.0,3.0,,
Global Health and Disability,https://www.futurelearn.com/courses/global-disability,Future Learn,"Leaving no one behind: disability, health and wellbeing in global development",unknown,general,English,0.0,3.0,,
Improving Health Assessments for People with an Intellectual Disability,https://www.futurelearn.com/courses/health-assessment,Future Learn,Learn how to improve healthcare for people with intellectual disabilities with this course for healthcare professionals.,unknown,general,English,0.0,3.0,,
La Salud de la Mujeres en el Postparto,https://www.futurelearn.com/courses/salud-de-la-mujer-en-el-postparto,Future Learn,Aprenda a cuidar de su salud física y mental después del parto y siéntase apoyada durante el posparto.,unknown,general,English,0.0,4.0,,
Women’s Health After Motherhood,https://www.futurelearn.com/courses/womens-health-after-motherhood,Future Learn,Learn how to take care of your physical and mental health after giving birth and feel supported during the postpartum period.,unknown,general,English,0.0,4.0,,
Aging Populations: Lessons In Healthy Aging From Japan,https://www.futurelearn.com/courses/aging-populations,Future Learn,Explore Japan's aging population problems and discover their policies and solutions for a long and enjoyable life.,unknown,general,English,0.0,4.0,,
Why Biology Matters: The Genome and You,https://www.futurelearn.com/courses/biology-genome-and-you,Future Learn,"Learn what a genome is and use this information to answer questions about biology, yourself, and the world around you.",unknown,general,English,0.0,5.0,,
Exercise Prescription for the Prevention and Treatment of Disease,https://www.futurelearn.com/courses/exercise-prescription,Future Learn,"Discover how physical exercise can help patients, including those with cardiovascular disease, mental health problems and cancer.",unknown,general,English,0.0,2.0,,
Addressing Violence Through Patient Care,https://www.futurelearn.com/courses/addressing-violence-patient-care,Future Learn,Learn about the vital role that health workers play in violence prevention and peace-building in clinical environments.,unknown,general,English,0.0,3.0,,
COVID-19: Effective Nursing in Times of Crisis,https://www.futurelearn.com/courses/effective-nursing-in-times-of-crisis,Future Learn,"23,826 enrolled on this course",unknown,general,English,0.0,2.0,,
Liver Disease: Looking after Your Liver,https://www.futurelearn.com/courses/liver-disease,Future Learn,"Learn about how your liver works, ways to look after it and how liver damage is caused, studied and treated around the world.",unknown,general,English,0.0,3.0,,
Liver Transplant: the Ins and Outs,https://www.futurelearn.com/courses/liver-transplant,Future Learn,Learn about the science behind having a liver transplant with this free online course from the Centre for Liver Research.,unknown,general,English,0.0,3.0,,
Irish 105: An Introduction to Irish Language and Culture,https://www.futurelearn.com/courses/irish-language-5,Future Learn,"Deepen your understanding of Irish culture and language, exploring new conversational subjects such as the family and pastimes.",unknown,general,English,0.0,4.0,,
Irish 204: Irish Language and Culture for Adults,https://www.futurelearn.com/courses/irish-204-irish-language-and-culture-for-adults,Future Learn,Discover the wonders of the Irish language and the rich history of Irish culture in this language course for adults.,unknown,general,English,0.0,4.0,,
Railway History: The Rise of the Railway Station,https://www.futurelearn.com/courses/railway-history-the-rise-of-the-railway-station,Future Learn,Gain a unique insight into British history as you explore the heritage and uses of railway stations from the 19th century to now.,unknown,general,English,0.0,4.0,,
"Historic Landscape Archaeology: Approaches, Methods and Beneficiaries",https://www.futurelearn.com/courses/historic-landscape-archaeology-approaches-methods-and-beneficiaries,Future Learn,Master tools and methods in landscape archaeology to help protect and promote historic landscapes and cultural heritage.,unknown,general,English,0.0,4.0,,
Irish 104: An Introduction to Irish Language and Culture,https://www.futurelearn.com/courses/irish-language-4,Future Learn,"Learn to talk about arrangements and give commands, whilst discovering the role of women in Irish myths and legends. ",unknown,general,English,0.0,4.0,,
Irish 203: Irish Language and Culture for Adults,https://www.futurelearn.com/courses/irish-203-irish-language-and-culture-for-adults,Future Learn,Develop your Irish language skills whilst discovering Irish culture with Dublin City University.,unknown,general,English,0.0,4.0,,
"The Scottish Highland Clans: Origins, Decline and Transformation",https://www.futurelearn.com/courses/the-highland-clans,Future Learn,Explore fascinating Scottish history by learning about the Highland clans and how clanship has changed across hundreds of years.,unknown,general,English,0.0,3.0,,
Rome: A Virtual Tour of the Ancient City,https://www.futurelearn.com/courses/rome,Future Learn,"Explore the architecture and history of Rome, walking around a 3D digital model of the ancient city, with this free online course.",unknown,general,English,0.0,5.0,,
Irish 103: An Introduction to Irish Language and Culture,https://www.futurelearn.com/courses/irish-language-3,Future Learn,"Learn to talk about occupations, daily life and personal skills in this third introductory course on the Irish language.",unknown,general,English,0.0,4.0,,
Irish 202: Irish Language and Culture for Adults,https://www.futurelearn.com/courses/irish-202-irish-language-and-culture-for-adults,Future Learn,Develop your ability to speak and write in the Irish language and learn more about traditional Irish culture and mythology.,unknown,general,English,0.0,4.0,,
Great South Land: Introducing Australian History,https://www.futurelearn.com/courses/great-south-land,Future Learn,"Gain an introduction to Australian history starting with Aboriginal history pre-colonisation, and moving through to convictism",unknown,general,English,0.0,3.0,,
Change of Era: The Origins of Christian Culture through the Lens of Archaeology,https://www.futurelearn.com/courses/change-of-era-the-origins-of-christian-culture-through-the-lens-of-archaeology,Future Learn,Learn about innovative approaches to the study of early Christianity and discover its role in a crucial period of history.,unknown,general,English,0.0,4.0,,
Genetic Genealogy: Researching your Family Tree using DNA,https://www.futurelearn.com/courses/genetic-genealogy-researching-your-family-tree-using-dna,Future Learn,Learn what you need to know for meaningful interpretation of DNA test results in your family tree research.,unknown,general,English,0.0,6.0,,
Cultural Heritage and the City,https://www.futurelearn.com/courses/cultural-heritage-cities,Future Learn,Discover how cities develop their own unique cultures and explore key concepts related to cultural heritage.,unknown,general,English,0.0,3.0,,
Forensic Archaeology and Anthropology,https://www.futurelearn.com/courses/forensic-archaeology-and-anthropology,Future Learn,"Enter the fascinating world of forensics, and learn how the deceased are located, recovered and analysed using DNA and pathology.",unknown,general,English,0.0,6.0,,
British Germanophobia During WW1: 'The Enemy at Home',https://www.futurelearn.com/courses/-the-enemy-at-home-germanophobia-in-britain-during-the-first-world-war,Future Learn,"See how anti-German sentiment during World War 1 changed British social, economic, and political life forever.",unknown,general,English,0.0,3.0,,
Preparing for Further Study in Mathematics,https://www.futurelearn.com/courses/preparing-for-further-study-in-mathematics,Future Learn,"Take a deep dive into the rich subject of mathematics and discover theories, concepts, and problems at an undergraduate level.",unknown,general,English,0.0,6.0,,
"Biodiversity, Guardianship, and the Natural History of New Zealand: A Museum Perspective",https://www.futurelearn.com/courses/biodiversity-guardianship-and-the-natural-history-of-new-zealand-a-museum-perspective,Future Learn,"Learn how the natural history of Aotearoa has shaped its unique biodiversity, Māori culture and the values of New Zealanders.",unknown,general,English,0.0,2.0,,
Dead Interesting: Uncovering Roman Britain in Old Museum Collections,https://www.futurelearn.com/courses/dead-interesting,Future Learn,Explore the archaeology of early Roman Britain and learn techniques to build a profile of an individual from the first century AD.,unknown,general,English,0.0,2.0,,
West Indies Cricket: Our Story,https://www.futurelearn.com/courses/the-history-of-cricket-in-the-west-indies,Future Learn,Discover the story of the most popular sport in the West Indies and how it has impacted Caribbean culture.,unknown,general,English,0.0,4.0,,
Archaeology: from Dig to Lab and Beyond,https://www.futurelearn.com/courses/archaeology,Future Learn,"Get an introduction to studying archaeology, exploring exciting discoveries in the Vale of Pewsey, near to Stonehenge and Avebury.",unknown,general,English,0.0,2.0,,
Exploring Stone Age Archaeology: The Mysteries of Star Carr,https://www.futurelearn.com/courses/exploring-stone-age-archaeology-the-mysteries-of-star-carr,Future Learn,"Discover Star Carr, one of the world's most important archaeological sites, and learn what life was like over 10,000 years ago.",unknown,general,English,0.0,4.0,,
Archéologie en danger : Utiliser la télédétection pour protéger le patrimoine culturel,https://www.futurelearn.com/courses/endangered-archaeology-remote-sensing-french,Future Learn,692 enrolled on this course,unknown,general,English,0.0,6.0,,
Endangered Archaeology: Using Remote Sensing to Protect Cultural Heritage,https://www.futurelearn.com/courses/endangered-archaeology-remote-sensing,Future Learn,"3,192 enrolled on this course",unknown,general,English,0.0,6.0,,
Irish 101:  An Introduction to Irish Language and Culture,https://www.futurelearn.com/courses/irish-language,Future Learn,Get an introduction to Ireland’s culture by learning the basics of the Irish language.,unknown,general,English,0.0,4.0,,
From World War to White Heat: the RAF in the Cold War,https://www.futurelearn.com/courses/raf-cold-war,Future Learn,Explore the role that the Royal Air Force played in the Cold War through the collections of the RAF Museums at Hendon and Cosford.,unknown,general,English,0.0,6.0,,
Enlightening the Dark Ages: Early Medieval Archaeology in Italy,https://www.futurelearn.com/courses/enlightening-the-dark-ages-early-medieval-archaeology-in-italy,Future Learn,Learn what innovative methods and tools applied to the material culture of the past can tell us about the Early Middle Ages,unknown,general,English,0.0,4.0,,
Lancaster Castle and Northern English History: The View from the Stronghold,https://www.futurelearn.com/courses/lancaster-castle,Future Learn,We will use the iconic building of Lancaster Castle to investigate how 2000 years of history has shaped the north-west of England.,unknown,general,English,0.0,5.0,,
Photographing the Holocaust,https://www.futurelearn.com/courses/photographing-the-holocaust,Future Learn,"What insights do photos offer into histories of National Socialism and the Holocaust? Are they authentic sources, or ‘fake news’?",unknown,general,English,0.0,3.0,,
Country Houses and the British Empire: How Imperialism Transformed Britain’s Colonial Countryside,https://www.futurelearn.com/courses/country-houses-british-empire,Future Learn,Explore the fascinating histories of Britain’s colonial houses and their links to the British Empire.,unknown,general,English,0.0,6.0,,
"Zoroastrianism: History, Religion, and Belief",https://www.futurelearn.com/courses/zoroastrianism-history-religion-belief,Future Learn,"Explore the ancient religion of Zoroastrianism, its languages, and the challenges faced by Zoroastrian communities today.",unknown,general,English,0.0,4.0,,
Black Tudors: The Untold Story,https://www.futurelearn.com/courses/black-tudors,Future Learn,Discover the little-known history of Black Africans in Tudor England and challenge your preconceptions of Black history.,unknown,general,English,0.0,6.0,,
